"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","INDPROD","TOT","IDX2015","M","2008-06",115.2668,
"PRT","INDPROD","TOT","IDX2015","M","2008-07",114.7549,
"PRT","INDPROD","TOT","IDX2015","M","2008-08",111.9679,
"PRT","INDPROD","TOT","IDX2015","M","2008-09",111.8455,
"PRT","INDPROD","TOT","IDX2015","M","2008-10",111.4002,
"PRT","INDPROD","TOT","IDX2015","M","2008-11",108.4112,
"PRT","INDPROD","TOT","IDX2015","M","2008-12",104.7744,
"PRT","INDPROD","TOT","IDX2015","M","2009-01",100.7772,
"PRT","INDPROD","TOT","IDX2015","M","2009-02",100.7105,
"PRT","INDPROD","TOT","IDX2015","M","2009-03",101.3188,
"PRT","INDPROD","TOT","IDX2015","M","2009-04",102.5824,
"PRT","INDPROD","TOT","IDX2015","M","2009-05",100.1518,
"PRT","INDPROD","TOT","IDX2015","M","2009-06",100.3541,
"PRT","INDPROD","TOT","IDX2015","M","2009-07",104.3655,
"PRT","INDPROD","TOT","IDX2015","M","2009-08",102.0861,
"PRT","INDPROD","TOT","IDX2015","M","2009-09",105.5098,
"PRT","INDPROD","TOT","IDX2015","M","2009-10",105.8902,
"PRT","INDPROD","TOT","IDX2015","M","2009-11",102.8568,
"PRT","INDPROD","TOT","IDX2015","M","2009-12",105.5476,
"PRT","INDPROD","TOT","IDX2015","M","2010-01",103.1693,
"PRT","INDPROD","TOT","IDX2015","M","2010-02",102.8657,
"PRT","INDPROD","TOT","IDX2015","M","2010-03",105.1655,
"PRT","INDPROD","TOT","IDX2015","M","2010-04",102.9721,
"PRT","INDPROD","TOT","IDX2015","M","2010-05",103.6229,
"PRT","INDPROD","TOT","IDX2015","M","2010-06",104.0528,
"PRT","INDPROD","TOT","IDX2015","M","2010-07",102.7301,
"PRT","INDPROD","TOT","IDX2015","M","2010-08",103.2163,
"PRT","INDPROD","TOT","IDX2015","M","2010-09",103.4301,
"PRT","INDPROD","TOT","IDX2015","M","2010-10",101.9112,
"PRT","INDPROD","TOT","IDX2015","M","2010-11",104.192,
"PRT","INDPROD","TOT","IDX2015","M","2010-12",106.4027,
"PRT","INDPROD","TOT","IDX2015","M","2011-01",102.885,
"PRT","INDPROD","TOT","IDX2015","M","2011-02",104.1852,
"PRT","INDPROD","TOT","IDX2015","M","2011-03",108.1154,
"PRT","INDPROD","TOT","IDX2015","M","2011-04",105.1914,
"PRT","INDPROD","TOT","IDX2015","M","2011-05",103.5183,
"PRT","INDPROD","TOT","IDX2015","M","2011-06",100.8257,
"PRT","INDPROD","TOT","IDX2015","M","2011-07",100.8667,
"PRT","INDPROD","TOT","IDX2015","M","2011-08",103.56,
"PRT","INDPROD","TOT","IDX2015","M","2011-09",101.277,
"PRT","INDPROD","TOT","IDX2015","M","2011-10",99.06529,
"PRT","INDPROD","TOT","IDX2015","M","2011-11",99.15902,
"PRT","INDPROD","TOT","IDX2015","M","2011-12",97.62127,
"PRT","INDPROD","TOT","IDX2015","M","2012-01",97.04264,
"PRT","INDPROD","TOT","IDX2015","M","2012-02",97.23789,
"PRT","INDPROD","TOT","IDX2015","M","2012-03",97.51017,
"PRT","INDPROD","TOT","IDX2015","M","2012-04",92.75963,
"PRT","INDPROD","TOT","IDX2015","M","2012-05",96.50616,
"PRT","INDPROD","TOT","IDX2015","M","2012-06",96.43713,
"PRT","INDPROD","TOT","IDX2015","M","2012-07",97.80061,
"PRT","INDPROD","TOT","IDX2015","M","2012-08",99.97373,
"PRT","INDPROD","TOT","IDX2015","M","2012-09",96.1303,
"PRT","INDPROD","TOT","IDX2015","M","2012-10",94.77344,
"PRT","INDPROD","TOT","IDX2015","M","2012-11",94.7961,
"PRT","INDPROD","TOT","IDX2015","M","2012-12",93.97554,
"PRT","INDPROD","TOT","IDX2015","M","2013-01",96.07362,
"PRT","INDPROD","TOT","IDX2015","M","2013-02",95.30958,
"PRT","INDPROD","TOT","IDX2015","M","2013-03",98.24287,
"PRT","INDPROD","TOT","IDX2015","M","2013-04",96.87919,
"PRT","INDPROD","TOT","IDX2015","M","2013-05",96.6563,
"PRT","INDPROD","TOT","IDX2015","M","2013-06",95.18532,
"PRT","INDPROD","TOT","IDX2015","M","2013-07",93.56147,
"PRT","INDPROD","TOT","IDX2015","M","2013-08",96.01205,
"PRT","INDPROD","TOT","IDX2015","M","2013-09",97.38551,
"PRT","INDPROD","TOT","IDX2015","M","2013-10",97.92062,
"PRT","INDPROD","TOT","IDX2015","M","2013-11",98.16279,
"PRT","INDPROD","TOT","IDX2015","M","2013-12",98.70322,
"PRT","INDPROD","TOT","IDX2015","M","2014-01",100.3288,
"PRT","INDPROD","TOT","IDX2015","M","2014-02",99.94627,
"PRT","INDPROD","TOT","IDX2015","M","2014-03",96.22403,
"PRT","INDPROD","TOT","IDX2015","M","2014-04",98.73795,
"PRT","INDPROD","TOT","IDX2015","M","2014-05",97.36971,
"PRT","INDPROD","TOT","IDX2015","M","2014-06",96.8485,
"PRT","INDPROD","TOT","IDX2015","M","2014-07",98.43776,
"PRT","INDPROD","TOT","IDX2015","M","2014-08",96.91792,
"PRT","INDPROD","TOT","IDX2015","M","2014-09",96.95988,
"PRT","INDPROD","TOT","IDX2015","M","2014-10",98.86192,
"PRT","INDPROD","TOT","IDX2015","M","2014-11",97.75134,
"PRT","INDPROD","TOT","IDX2015","M","2014-12",97.35671,
"PRT","INDPROD","TOT","IDX2015","M","2015-01",95.8792,
"PRT","INDPROD","TOT","IDX2015","M","2015-02",97.79919,
"PRT","INDPROD","TOT","IDX2015","M","2015-03",98.15918,
"PRT","INDPROD","TOT","IDX2015","M","2015-04",99.84917,
"PRT","INDPROD","TOT","IDX2015","M","2015-05",100.0892,
"PRT","INDPROD","TOT","IDX2015","M","2015-06",100.5992,
"PRT","INDPROD","TOT","IDX2015","M","2015-07",103.4991,
"PRT","INDPROD","TOT","IDX2015","M","2015-08",98.25918,
"PRT","INDPROD","TOT","IDX2015","M","2015-09",101.4992,
"PRT","INDPROD","TOT","IDX2015","M","2015-10",104.2391,
"PRT","INDPROD","TOT","IDX2015","M","2015-11",99.79917,
"PRT","INDPROD","TOT","IDX2015","M","2015-12",100.3092,
"PRT","INDPROD","TOT","IDX2015","M","2016-01",100.6492,
"PRT","INDPROD","TOT","IDX2015","M","2016-02",102.3092,
"PRT","INDPROD","TOT","IDX2015","M","2016-03",100.4692,
"PRT","INDPROD","TOT","IDX2015","M","2016-04",103.7991,
"PRT","INDPROD","TOT","IDX2015","M","2016-05",100.6092,
"PRT","INDPROD","TOT","IDX2015","M","2016-06",102.4491,
"PRT","INDPROD","TOT","IDX2015","M","2016-07",101.8092,
"PRT","INDPROD","TOT","IDX2015","M","2016-08",103.2191,
"PRT","INDPROD","TOT","IDX2015","M","2016-09",103.3591,
"PRT","INDPROD","TOT","IDX2015","M","2016-10",101.2792,
"PRT","INDPROD","TOT","IDX2015","M","2016-11",103.1691,
"PRT","INDPROD","TOT","IDX2015","M","2016-12",104.6691,
"PRT","INDPROD","TOT","IDX2015","M","2017-01",104.8091,
"PRT","INDPROD","TOT","IDX2015","M","2017-02",103.1191,
"PRT","INDPROD","TOT","IDX2015","M","2017-03",106.9391,
"PRT","INDPROD","TOT","IDX2015","M","2017-04",101.8792,
"PRT","INDPROD","TOT","IDX2015","M","2017-05",107.0991,
"PRT","INDPROD","TOT","IDX2015","M","2017-06",106.3291,
"PRT","INDPROD","TOT","IDX2015","M","2017-07",108.7591,
"PRT","INDPROD","TOT","IDX2015","M","2017-08",113.6091,
"PRT","INDPROD","TOT","IDX2015","M","2017-09",106.8791,
"PRT","INDPROD","TOT","IDX2015","M","2017-10",105.9291,
"PRT","INDPROD","TOT","IDX2015","M","2017-11",106.3591,
"PRT","INDPROD","TOT","IDX2015","M","2017-12",104.4591,
"PRT","INDPROD","TOT","IDX2015","M","2018-01",107.4091,
"PRT","INDPROD","TOT","IDX2015","M","2018-02",105.0791,
"PRT","INDPROD","TOT","IDX2015","M","2018-03",109.8991,
"PRT","INDPROD","TOT","IDX2015","M","2018-04",106.7591,
"PRT","INDPROD","TOT","IDX2015","M","2018-05",105.2891,
"PRT","INDPROD","TOT","IDX2015","M","2018-06",106.3191,
"PRT","INDPROD","TOT","IDX2015","M","2018-07",107.7991,
"PRT","INDPROD","TOT","IDX2015","M","2018-08",109.3391,
"PRT","INDPROD","TOT","IDX2015","M","2018-09",106.6691,
"PRT","INDPROD","TOT","IDX2015","M","2018-10",106.4691,
"PRT","INDPROD","TOT","IDX2015","M","2018-11",103.1291,
"PRT","INDPROD","TOT","IDX2015","M","2018-12",103.0691,
"PRT","INDPROD","TOT","IDX2015","M","2019-01",104.6491,
"PRT","INDPROD","TOT","IDX2015","M","2019-02",103.1091,
"PRT","INDPROD","TOT","IDX2015","M","2019-03",102.8091,
"PRT","INDPROD","TOT","IDX2015","M","2019-04",105.8391,
"PRT","INDPROD","TOT","IDX2015","M","2019-05",106.3691,
"PRT","INDPROD","TOT","IDX2015","M","2019-06",100.7292,
"PRT","INDPROD","TOT","IDX2015","M","2019-07",106.4091,
"PRT","INDPROD","TOT","IDX2015","M","2019-08",103.5291,
"PRT","INDPROD","TOT","IDX2015","M","2019-09",100.8492,
"PRT","INDPROD","TOT","IDX2015","M","2019-10",104.2691,
"PRT","INDPROD","TOT","IDX2015","M","2019-11",103.1291,
"PRT","INDPROD","TOT","IDX2015","M","2019-12",106.4391,
"PRT","INDPROD","TOT","IDX2015","M","2020-01",107.0491,
"PRT","INDPROD","TOT","IDX2015","M","2020-02",104.5791,
"PRT","INDPROD","TOT","IDX2015","M","2020-03",95.9792,
"PRT","INDPROD","TOT","IDX2015","M","2020-04",74.44938,
"PRT","INDPROD","TOT","IDX2015","M","2020-05",76.83936,
"PRT","INDPROD","TOT","IDX2015","M","2020-06",85.83929,
"PRT","INDPROD","TOT","IDX2015","M","2020-07",97.91918,
"PRT","INDPROD","TOT","IDX2015","M","2020-08",106.9791,
"PRT","INDPROD","TOT","IDX2015","M","2020-09",103.9191,
"PRT","INDPROD","TOT","IDX2015","M","2020-10",105.6191,
"PRT","INDPROD","TOT","IDX2015","M","2020-11",100.0392,
"PRT","INDPROD","TOT","IDX2015","M","2020-12",101.6392,
"PRT","INDPROD","TOT","IDX2015","M","2021-01",100.5692,
"PRT","INDPROD","TOT","IDX2015","M","2021-02",102.0791,
"PRT","INDPROD","TOT","IDX2015","M","2021-03",101.6992,
"PRT","INDPROD","TOT","IDX2015","M","2021-04",102.1791,
"PRT","INDPROD","TOT","IDX2015","M","2021-05",97.27919,
"PRT","INDPROD","TOT","IDX2015","M","2021-06",94.80921,
"SVK","INDPROD","TOT","IDX2015","M","1989-01",47.26193,
"SVK","INDPROD","TOT","IDX2015","M","1989-02",48.36099,
"SVK","INDPROD","TOT","IDX2015","M","1989-03",44.56961,
"SVK","INDPROD","TOT","IDX2015","M","1989-04",46.89956,
"SVK","INDPROD","TOT","IDX2015","M","1989-05",46.99366,
"SVK","INDPROD","TOT","IDX2015","M","1989-06",52.45735,
"SVK","INDPROD","TOT","IDX2015","M","1989-07",42.21147,
"SVK","INDPROD","TOT","IDX2015","M","1989-08",34.44452,
"SVK","INDPROD","TOT","IDX2015","M","1989-09",43.50696,
"SVK","INDPROD","TOT","IDX2015","M","1989-10",43.36997,
"SVK","INDPROD","TOT","IDX2015","M","1989-11",58.6053,
"SVK","INDPROD","TOT","IDX2015","M","1989-12",62.5231,
"SVK","INDPROD","TOT","IDX2015","M","1990-01",43.16404,
"SVK","INDPROD","TOT","IDX2015","M","1990-02",45.45102,
"SVK","INDPROD","TOT","IDX2015","M","1990-03",44.78069,
"SVK","INDPROD","TOT","IDX2015","M","1990-04",48.46883,
"SVK","INDPROD","TOT","IDX2015","M","1990-05",48.15632,
"SVK","INDPROD","TOT","IDX2015","M","1990-06",45.51577,
"SVK","INDPROD","TOT","IDX2015","M","1990-07",52.18437,
"SVK","INDPROD","TOT","IDX2015","M","1990-08",48.09986,
"SVK","INDPROD","TOT","IDX2015","M","1990-09",43.15691,
"SVK","INDPROD","TOT","IDX2015","M","1990-10",55.8714,
"SVK","INDPROD","TOT","IDX2015","M","1990-11",39.20757,
"SVK","INDPROD","TOT","IDX2015","M","1990-12",33.94585,
"SVK","INDPROD","TOT","IDX2015","M","1991-01",45.41111,
"SVK","INDPROD","TOT","IDX2015","M","1991-02",41.71262,
"SVK","INDPROD","TOT","IDX2015","M","1991-03",46.1143,
"SVK","INDPROD","TOT","IDX2015","M","1991-04",37.33711,
"SVK","INDPROD","TOT","IDX2015","M","1991-05",35.15416,
"SVK","INDPROD","TOT","IDX2015","M","1991-06",35.02859,
"SVK","INDPROD","TOT","IDX2015","M","1991-07",34.12497,
"SVK","INDPROD","TOT","IDX2015","M","1991-08",33.77729,
"SVK","INDPROD","TOT","IDX2015","M","1991-09",33.20645,
"SVK","INDPROD","TOT","IDX2015","M","1991-10",33.87906,
"SVK","INDPROD","TOT","IDX2015","M","1991-11",33.6777,
"SVK","INDPROD","TOT","IDX2015","M","1991-12",32.72362,
"SVK","INDPROD","TOT","IDX2015","M","1992-01",33.30751,
"SVK","INDPROD","TOT","IDX2015","M","1992-02",31.89465,
"SVK","INDPROD","TOT","IDX2015","M","1992-03",35.88056,
"SVK","INDPROD","TOT","IDX2015","M","1992-04",33.22305,
"SVK","INDPROD","TOT","IDX2015","M","1992-05",31.19746,
"SVK","INDPROD","TOT","IDX2015","M","1992-06",33.08688,
"SVK","INDPROD","TOT","IDX2015","M","1992-07",33.36147,
"SVK","INDPROD","TOT","IDX2015","M","1992-08",32.72826,
"SVK","INDPROD","TOT","IDX2015","M","1992-09",34.18941,
"SVK","INDPROD","TOT","IDX2015","M","1992-10",33.29831,
"SVK","INDPROD","TOT","IDX2015","M","1992-11",32.55257,
"SVK","INDPROD","TOT","IDX2015","M","1992-12",33.13044,
"SVK","INDPROD","TOT","IDX2015","M","1993-01",33.6738,
"SVK","INDPROD","TOT","IDX2015","M","1993-02",33.55884,
"SVK","INDPROD","TOT","IDX2015","M","1993-03",31.81487,
"SVK","INDPROD","TOT","IDX2015","M","1993-04",31.99074,
"SVK","INDPROD","TOT","IDX2015","M","1993-05",31.71412,
"SVK","INDPROD","TOT","IDX2015","M","1993-06",31.18073,
"SVK","INDPROD","TOT","IDX2015","M","1993-07",30.37611,
"SVK","INDPROD","TOT","IDX2015","M","1993-08",32.33106,
"SVK","INDPROD","TOT","IDX2015","M","1993-09",31.70665,
"SVK","INDPROD","TOT","IDX2015","M","1993-10",31.07717,
"SVK","INDPROD","TOT","IDX2015","M","1993-11",32.32353,
"SVK","INDPROD","TOT","IDX2015","M","1993-12",32.57837,
"SVK","INDPROD","TOT","IDX2015","M","1994-01",32.00473,
"SVK","INDPROD","TOT","IDX2015","M","1994-02",32.7948,
"SVK","INDPROD","TOT","IDX2015","M","1994-03",33.17835,
"SVK","INDPROD","TOT","IDX2015","M","1994-04",32.49812,
"SVK","INDPROD","TOT","IDX2015","M","1994-05",33.8069,
"SVK","INDPROD","TOT","IDX2015","M","1994-06",34.19652,
"SVK","INDPROD","TOT","IDX2015","M","1994-07",35.58457,
"SVK","INDPROD","TOT","IDX2015","M","1994-08",33.71,
"SVK","INDPROD","TOT","IDX2015","M","1994-09",32.64945,
"SVK","INDPROD","TOT","IDX2015","M","1994-10",33.64064,
"SVK","INDPROD","TOT","IDX2015","M","1994-11",33.78583,
"SVK","INDPROD","TOT","IDX2015","M","1994-12",35.75663,
"SVK","INDPROD","TOT","IDX2015","M","1995-01",33.20626,
"SVK","INDPROD","TOT","IDX2015","M","1995-02",34.78039,
"SVK","INDPROD","TOT","IDX2015","M","1995-03",35.18363,
"SVK","INDPROD","TOT","IDX2015","M","1995-04",36.32549,
"SVK","INDPROD","TOT","IDX2015","M","1995-05",36.86157,
"SVK","INDPROD","TOT","IDX2015","M","1995-06",36.90234,
"SVK","INDPROD","TOT","IDX2015","M","1995-07",36.95409,
"SVK","INDPROD","TOT","IDX2015","M","1995-08",37.44711,
"SVK","INDPROD","TOT","IDX2015","M","1995-09",37.20144,
"SVK","INDPROD","TOT","IDX2015","M","1995-10",37.40583,
"SVK","INDPROD","TOT","IDX2015","M","1995-11",37.26219,
"SVK","INDPROD","TOT","IDX2015","M","1995-12",37.36456,
"SVK","INDPROD","TOT","IDX2015","M","1996-01",36.70767,
"SVK","INDPROD","TOT","IDX2015","M","1996-02",36.51717,
"SVK","INDPROD","TOT","IDX2015","M","1996-03",36.31721,
"SVK","INDPROD","TOT","IDX2015","M","1996-04",36.03533,
"SVK","INDPROD","TOT","IDX2015","M","1996-05",36.87149,
"SVK","INDPROD","TOT","IDX2015","M","1996-06",36.98696,
"SVK","INDPROD","TOT","IDX2015","M","1996-07",37.43077,
"SVK","INDPROD","TOT","IDX2015","M","1996-08",37.3389,
"SVK","INDPROD","TOT","IDX2015","M","1996-09",38.51882,
"SVK","INDPROD","TOT","IDX2015","M","1996-10",38.25068,
"SVK","INDPROD","TOT","IDX2015","M","1996-11",37.7024,
"SVK","INDPROD","TOT","IDX2015","M","1996-12",37.59684,
"SVK","INDPROD","TOT","IDX2015","M","1997-01",36.24197,
"SVK","INDPROD","TOT","IDX2015","M","1997-02",38.0691,
"SVK","INDPROD","TOT","IDX2015","M","1997-03",37.16078,
"SVK","INDPROD","TOT","IDX2015","M","1997-04",37.23089,
"SVK","INDPROD","TOT","IDX2015","M","1997-05",36.99543,
"SVK","INDPROD","TOT","IDX2015","M","1997-06",38.84143,
"SVK","INDPROD","TOT","IDX2015","M","1997-07",37.82055,
"SVK","INDPROD","TOT","IDX2015","M","1997-08",36.77108,
"SVK","INDPROD","TOT","IDX2015","M","1997-09",37.40883,
"SVK","INDPROD","TOT","IDX2015","M","1997-10",38.80564,
"SVK","INDPROD","TOT","IDX2015","M","1997-11",39.07472,
"SVK","INDPROD","TOT","IDX2015","M","1997-12",38.93511,
"SVK","INDPROD","TOT","IDX2015","M","1998-01",40.61483,
"SVK","INDPROD","TOT","IDX2015","M","1998-02",40.33342,
"SVK","INDPROD","TOT","IDX2015","M","1998-03",41.82641,
"SVK","INDPROD","TOT","IDX2015","M","1998-04",41.64669,
"SVK","INDPROD","TOT","IDX2015","M","1998-05",39.95144,
"SVK","INDPROD","TOT","IDX2015","M","1998-06",39.32478,
"SVK","INDPROD","TOT","IDX2015","M","1998-07",39.9847,
"SVK","INDPROD","TOT","IDX2015","M","1998-08",39.76356,
"SVK","INDPROD","TOT","IDX2015","M","1998-09",39.20261,
"SVK","INDPROD","TOT","IDX2015","M","1998-10",38.7222,
"SVK","INDPROD","TOT","IDX2015","M","1998-11",38.52075,
"SVK","INDPROD","TOT","IDX2015","M","1998-12",38.17035,
"SVK","INDPROD","TOT","IDX2015","M","1999-01",38.51442,
"SVK","INDPROD","TOT","IDX2015","M","1999-02",38.23046,
"SVK","INDPROD","TOT","IDX2015","M","1999-03",38.57312,
"SVK","INDPROD","TOT","IDX2015","M","1999-04",38.85326,
"SVK","INDPROD","TOT","IDX2015","M","1999-05",39.89725,
"SVK","INDPROD","TOT","IDX2015","M","1999-06",38.49474,
"SVK","INDPROD","TOT","IDX2015","M","1999-07",38.59772,
"SVK","INDPROD","TOT","IDX2015","M","1999-08",39.47856,
"SVK","INDPROD","TOT","IDX2015","M","1999-09",38.86646,
"SVK","INDPROD","TOT","IDX2015","M","1999-10",39.16393,
"SVK","INDPROD","TOT","IDX2015","M","1999-11",39.7214,
"SVK","INDPROD","TOT","IDX2015","M","1999-12",39.22707,
"SVK","INDPROD","TOT","IDX2015","M","2000-01",39.90332,
"SVK","INDPROD","TOT","IDX2015","M","2000-02",40.70339,
"SVK","INDPROD","TOT","IDX2015","M","2000-03",40.8034,
"SVK","INDPROD","TOT","IDX2015","M","2000-04",41.40345,
"SVK","INDPROD","TOT","IDX2015","M","2000-05",39.50329,
"SVK","INDPROD","TOT","IDX2015","M","2000-06",38.20318,
"SVK","INDPROD","TOT","IDX2015","M","2000-07",40.10334,
"SVK","INDPROD","TOT","IDX2015","M","2000-08",40.60338,
"SVK","INDPROD","TOT","IDX2015","M","2000-09",40.70339,
"SVK","INDPROD","TOT","IDX2015","M","2000-10",41.20343,
"SVK","INDPROD","TOT","IDX2015","M","2000-11",41.40345,
"SVK","INDPROD","TOT","IDX2015","M","2000-12",42.60355,
"SVK","INDPROD","TOT","IDX2015","M","2001-01",42.60355,
"SVK","INDPROD","TOT","IDX2015","M","2001-02",40.60338,
"SVK","INDPROD","TOT","IDX2015","M","2001-03",42.20352,
"SVK","INDPROD","TOT","IDX2015","M","2001-04",41.20343,
"SVK","INDPROD","TOT","IDX2015","M","2001-05",42.0035,
"SVK","INDPROD","TOT","IDX2015","M","2001-06",43.40362,
"SVK","INDPROD","TOT","IDX2015","M","2001-07",42.10351,
"SVK","INDPROD","TOT","IDX2015","M","2001-08",42.20352,
"SVK","INDPROD","TOT","IDX2015","M","2001-09",42.50354,
"SVK","INDPROD","TOT","IDX2015","M","2001-10",42.40353,
"SVK","INDPROD","TOT","IDX2015","M","2001-11",41.40345,
"SVK","INDPROD","TOT","IDX2015","M","2001-12",41.00342,
"SVK","INDPROD","TOT","IDX2015","M","2002-01",41.50346,
"SVK","INDPROD","TOT","IDX2015","M","2002-02",43.30361,
"SVK","INDPROD","TOT","IDX2015","M","2002-03",42.20352,
"SVK","INDPROD","TOT","IDX2015","M","2002-04",43.60363,
"SVK","INDPROD","TOT","IDX2015","M","2002-05",44.4037,
"SVK","INDPROD","TOT","IDX2015","M","2002-06",45.6038,
"SVK","INDPROD","TOT","IDX2015","M","2002-07",45.6038,
"SVK","INDPROD","TOT","IDX2015","M","2002-08",46.00383,
"SVK","INDPROD","TOT","IDX2015","M","2002-09",45.6038,
"SVK","INDPROD","TOT","IDX2015","M","2002-10",45.70381,
"SVK","INDPROD","TOT","IDX2015","M","2002-11",47.70398,
"SVK","INDPROD","TOT","IDX2015","M","2002-12",47.90399,
"SVK","INDPROD","TOT","IDX2015","M","2003-01",49.50412,
"SVK","INDPROD","TOT","IDX2015","M","2003-02",49.70414,
"SVK","INDPROD","TOT","IDX2015","M","2003-03",50.10418,
"SVK","INDPROD","TOT","IDX2015","M","2003-04",50.60422,
"SVK","INDPROD","TOT","IDX2015","M","2003-05",50.4042,
"SVK","INDPROD","TOT","IDX2015","M","2003-06",52.10434,
"SVK","INDPROD","TOT","IDX2015","M","2003-07",52.70439,
"SVK","INDPROD","TOT","IDX2015","M","2003-08",52.50438,
"SVK","INDPROD","TOT","IDX2015","M","2003-09",52.10434,
"SVK","INDPROD","TOT","IDX2015","M","2003-10",52.8044,
"SVK","INDPROD","TOT","IDX2015","M","2003-11",54.30453,
"SVK","INDPROD","TOT","IDX2015","M","2003-12",55.80465,
"SVK","INDPROD","TOT","IDX2015","M","2004-01",51.30428,
"SVK","INDPROD","TOT","IDX2015","M","2004-02",54.90458,
"SVK","INDPROD","TOT","IDX2015","M","2004-03",53.00442,
"SVK","INDPROD","TOT","IDX2015","M","2004-04",52.50438,
"SVK","INDPROD","TOT","IDX2015","M","2004-05",54.50454,
"SVK","INDPROD","TOT","IDX2015","M","2004-06",53.00442,
"SVK","INDPROD","TOT","IDX2015","M","2004-07",52.8044,
"SVK","INDPROD","TOT","IDX2015","M","2004-08",53.40445,
"SVK","INDPROD","TOT","IDX2015","M","2004-09",53.60447,
"SVK","INDPROD","TOT","IDX2015","M","2004-10",54.30453,
"SVK","INDPROD","TOT","IDX2015","M","2004-11",52.20435,
"SVK","INDPROD","TOT","IDX2015","M","2004-12",59.60497,
"SVK","INDPROD","TOT","IDX2015","M","2005-01",52.30436,
"SVK","INDPROD","TOT","IDX2015","M","2005-02",51.80432,
"SVK","INDPROD","TOT","IDX2015","M","2005-03",51.30428,
"SVK","INDPROD","TOT","IDX2015","M","2005-04",53.10442,
"SVK","INDPROD","TOT","IDX2015","M","2005-05",52.70439,
"SVK","INDPROD","TOT","IDX2015","M","2005-06",52.8044,
"SVK","INDPROD","TOT","IDX2015","M","2005-07",54.10451,
"SVK","INDPROD","TOT","IDX2015","M","2005-08",52.8044,
"SVK","INDPROD","TOT","IDX2015","M","2005-09",53.00442,
"SVK","INDPROD","TOT","IDX2015","M","2005-10",54.20452,
"SVK","INDPROD","TOT","IDX2015","M","2005-11",54.90458,
"SVK","INDPROD","TOT","IDX2015","M","2005-12",58.20485,
"SVK","INDPROD","TOT","IDX2015","M","2006-01",57.70481,
"SVK","INDPROD","TOT","IDX2015","M","2006-02",56.30469,
"SVK","INDPROD","TOT","IDX2015","M","2006-03",59.40495,
"SVK","INDPROD","TOT","IDX2015","M","2006-04",58.90491,
"SVK","INDPROD","TOT","IDX2015","M","2006-05",60.20502,
"SVK","INDPROD","TOT","IDX2015","M","2006-06",61.80515,
"SVK","INDPROD","TOT","IDX2015","M","2006-07",63.10526,
"SVK","INDPROD","TOT","IDX2015","M","2006-08",64.60538,
"SVK","INDPROD","TOT","IDX2015","M","2006-09",64.10534,
"SVK","INDPROD","TOT","IDX2015","M","2006-10",64.10534,
"SVK","INDPROD","TOT","IDX2015","M","2006-11",65.10542,
"SVK","INDPROD","TOT","IDX2015","M","2006-12",65.90549,
"SVK","INDPROD","TOT","IDX2015","M","2007-01",68.90574,
"SVK","INDPROD","TOT","IDX2015","M","2007-02",67.70564,
"SVK","INDPROD","TOT","IDX2015","M","2007-03",70.40587,
"SVK","INDPROD","TOT","IDX2015","M","2007-04",68.80573,
"SVK","INDPROD","TOT","IDX2015","M","2007-05",72.70606,
"SVK","INDPROD","TOT","IDX2015","M","2007-06",71.30594,
"SVK","INDPROD","TOT","IDX2015","M","2007-07",72.20602,
"SVK","INDPROD","TOT","IDX2015","M","2007-08",70.70589,
"SVK","INDPROD","TOT","IDX2015","M","2007-09",73.80615,
"SVK","INDPROD","TOT","IDX2015","M","2007-10",73.70614,
"SVK","INDPROD","TOT","IDX2015","M","2007-11",78.70656,
"SVK","INDPROD","TOT","IDX2015","M","2007-12",75.00625,
"SVK","INDPROD","TOT","IDX2015","M","2008-01",91.10759,
"SVK","INDPROD","TOT","IDX2015","M","2008-02",91.60764,
"SVK","INDPROD","TOT","IDX2015","M","2008-03",88.10735,
"SVK","INDPROD","TOT","IDX2015","M","2008-04",87.80732,
"SVK","INDPROD","TOT","IDX2015","M","2008-05",88.20735,
"SVK","INDPROD","TOT","IDX2015","M","2008-06",86.00716,
"SVK","INDPROD","TOT","IDX2015","M","2008-07",85.40712,
"SVK","INDPROD","TOT","IDX2015","M","2008-08",82.20685,
"SVK","INDPROD","TOT","IDX2015","M","2008-09",81.40678,
"SVK","INDPROD","TOT","IDX2015","M","2008-10",79.10659,
"SVK","INDPROD","TOT","IDX2015","M","2008-11",76.90641,
"SVK","INDPROD","TOT","IDX2015","M","2008-12",74.10618,
"SVK","INDPROD","TOT","IDX2015","M","2009-01",70.00584,
"SVK","INDPROD","TOT","IDX2015","M","2009-02",72.50604,
"SVK","INDPROD","TOT","IDX2015","M","2009-03",71.80598,
"SVK","INDPROD","TOT","IDX2015","M","2009-04",70.00584,
"SVK","INDPROD","TOT","IDX2015","M","2009-05",69.70581,
"SVK","INDPROD","TOT","IDX2015","M","2009-06",70.8059,
"SVK","INDPROD","TOT","IDX2015","M","2009-07",72.10601,
"SVK","INDPROD","TOT","IDX2015","M","2009-08",76.70639,
"SVK","INDPROD","TOT","IDX2015","M","2009-09",75.90633,
"SVK","INDPROD","TOT","IDX2015","M","2009-10",74.50621,
"SVK","INDPROD","TOT","IDX2015","M","2009-11",76.90641,
"SVK","INDPROD","TOT","IDX2015","M","2009-12",81.10676,
"SVK","INDPROD","TOT","IDX2015","M","2010-01",80.30669,
